time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-07-13T19:46:10.790Z,37.5405006,-118.80867,-1.39,2.56,md,31,137,0.05204,0.07,nc,nc72836656,2017-07-13T22:26:02.081Z,"18km SE of Mammoth Lakes, California",earthquake,0.26,0.6,0.16,29,automatic,nc,nc
2017-07-13T19:41:05.750Z,34.859,-118.9656667,14.12,1.61,ml,18,88,0.09547,0.23,ci,ci37702031,2017-07-13T20:03:51.711Z,"4km NNW of Frazier Park, CA",earthquake,0.44,0.75,0.245,33,reviewed,ci,ci
2017-07-13T19:26:06.040Z,38.8113327,-122.8193359,2.7,1.54,md,27,50,0.008074,0.03,nc,nc72836636,2017-07-13T19:35:04.664Z,"6km NW of The Geysers, California",earthquake,0.23,0.4,0.14,8,automatic,nc,nc
2017-07-13T19:22:41.400Z,38.8115005,-122.8198318,2.97,1.11,md,17,67,0.007761,0.04,nc,nc72836631,2017-07-13T19:31:02.658Z,"6km NW of The Geysers, California",earthquake,0.28,0.56,0.04,6,automatic,nc,nc
2017-07-13T19:21:46.050Z,38.8115005,-122.819664,2.73,2.54,md,50,33,0.007884,0.04,nc,nc72836626,2017-07-16T23:18:29.132Z,"6km NW of The Geysers, California",earthquake,0.15,0.24,0.16,31,automatic,nc,nc
2017-07-13T19:12:31.160Z,44.8001667,-110.9993333,4.8,1.29,ml,10,164,0.04112,0.15,uu,uu60215817,2017-07-13T20:26:17.510Z,"17km NNE of West Yellowstone, Montana",earthquake,0.41,0.51,0.041,2,reviewed,uu,uu
2017-07-13T19:09:12.500Z,46.8996667,-112.6176667,12.78,1.15,ml,16,98,0.059,0.16,mb,mb80231009,2017-07-13T20:57:53.220Z,"7km SE of Lincoln, Montana",earthquake,0.44,0.67,0.16,6,reviewed,mb,mb
2017-07-13T19:01:44.050Z,18.7768,-64.4856,6,2.2,md,3,333,0.9248,0.2,pr,pr2017194006,2017-07-14T01:32:11.322Z,"42km NNE of Road Town, British Virgin Islands",earthquake,14.37,11.65,0.2,3,reviewed,pr,pr
2017-07-13T18:57:12.570Z,46.8736667,-112.5328333,11.46,1,ml,15,91,0.046,0.14,mb,mb80231004,2017-07-13T19:13:58.530Z,"14km SE of Lincoln, Montana",earthquake,0.37,0.67,0.359,5,reviewed,mb,mb
2017-07-13T18:54:51.550Z,37.9845009,-122.4593353,1.25,1.59,md,9,165,0.02125,0.07,nc,nc72836596,2017-07-13T21:30:02.949Z,"5km ESE of Santa Venetia, California",earthquake,0.88,0.61,0.07,4,automatic,nc,nc
2017-07-13T18:54:51.410Z,37.9801667,-122.4613333,-0.03,1.33,md,16,141,0.0242,0.07,nc,nc72836611,2017-07-14T01:00:05.665Z,"5km ESE of Santa Venetia, California",quarry blast,0.41,31.61,0.14,10,reviewed,nc,nc
2017-07-13T18:54:08.630Z,35.0636667,-118.3381667,-1,1.21,ml,25,50,0.07295,0.18,ci,ci37702023,2017-07-13T20:11:19.197Z,"13km SE of Tehachapi, CA",quarry blast,0.43,31.61,0.08,11,reviewed,ci,ci
2017-07-13T18:49:17.920Z,40.4866676,-124.203331,17.29,1.5,md,8,197,0.09374,0.09,nc,nc72836586,2017-07-13T20:36:02.825Z,"8km W of Rio Dell, California",earthquake,1.72,3.72,0.27,3,automatic,nc,nc
2017-07-13T18:48:19.666Z,63.3953,-151.7796,9.3,1.4,ml,,,,0.49,ak,ak16331213,2017-07-13T18:53:35.861Z,"141km W of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-13T18:33:53.380Z,38.9241676,-122.6930008,0.75,2.49,md,15,114,0.02239,0.1,nc,nc72836581,2017-07-13T19:52:02.694Z,"6km WSW of Clearlake, California",earthquake,0.32,0.71,0.13,14,automatic,nc,nc
2017-07-13T18:28:19.555Z,63.0976,-151.3415,0,1.4,ml,,,,0.59,ak,ak16331207,2017-07-13T18:44:43.742Z,"106km NW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-13T18:26:35.907Z,59.7776,-136.7176,0,1.9,ml,,,,0.82,ak,ak16331204,2017-07-13T18:31:10.075Z,"86km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-07-13T18:16:45.510Z,37.5773333,-118.8536667,-0.39,0.96,md,12,222,0.02326,0.03,nc,nc72836556,2017-07-14T00:56:03.519Z,"13km SE of Mammoth Lakes, California",earthquake,0.68,0.52,0.345,11,reviewed,nc,nc
2017-07-13T18:05:25.400Z,46.8861667,-112.5235,14.8,1,ml,14,78,0.032,0.15,mb,mb80230989,2017-07-13T19:06:50.610Z,"14km ESE of Lincoln, Montana",earthquake,0.39,0.49,0.201,5,reviewed,mb,mb
2017-07-13T18:01:21.510Z,34.7053333,-116.2453333,4.54,1.26,ml,14,110,0.08058,0.28,ci,ci37701999,2017-07-13T20:26:52.279Z,"8km WSW of Ludlow, CA",earthquake,0.5,1.37,0.114,11,reviewed,ci,ci
2017-07-13T17:59:59.437Z,60.9029,-147.4158,23.8,1.7,ml,,,,0.74,ak,ak16331201,2017-07-13T18:07:45.444Z,"63km WSW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-13T17:43:39.220Z,46.8638333,-112.5345,10.46,2.04,ml,17,70,0.055,0.15,mb,mb80230984,2017-07-13T18:08:56.180Z,"15km SE of Lincoln, Montana",earthquake,0.43,0.64,0.32,7,reviewed,mb,mb
2017-07-13T17:33:51.610Z,33.8541667,-117.4911667,-0.51,1.81,ml,67,37,0.05309,0.23,ci,ci37701983,2017-07-13T18:06:47.730Z,"4km SE of Home Gardens, CA",quarry blast,0.27,31.61,0.152,50,reviewed,ci,ci
2017-07-13T17:32:33.240Z,44.7923333,-110.998,5.33,2.22,ml,18,157,0.03351,0.18,uu,uu60215797,2017-07-13T18:40:03.270Z,"16km NNE of West Yellowstone, Montana",earthquake,0.51,0.86,0.045,3,reviewed,uu,uu
2017-07-13T17:23:45.400Z,46.872,-112.5566667,10.59,1.38,ml,16,84,0.058,0.14,mb,mb80230974,2017-07-13T19:20:37.000Z,"13km SE of Lincoln, Montana",earthquake,0.44,0.66,0.09,5,reviewed,mb,mb
2017-07-13T16:37:57.480Z,46.8618,-112.5633,15.29,3.2,ml,,76,0.068,0.67,us,us20009w26,2017-07-14T18:42:17.040Z,"13km SE of Lincoln, Montana",earthquake,3,4.1,0.042,74,reviewed,us,us
2017-07-13T16:31:27.870Z,33.4061667,-116.8366667,11.47,1.04,ml,32,91,0.1641,0.2,ci,ci37701959,2017-07-13T17:44:56.840Z,"5km SSE of Aguanga, CA",earthquake,0.3,1.09,0.189,28,reviewed,ci,ci
2017-07-13T16:08:21.900Z,46.9571667,-112.8791667,13.98,1.62,ml,16,123,0.099,0.14,mb,mb80230924,2017-07-13T19:30:51.250Z,"15km W of Lincoln, Montana",earthquake,0.51,0.74,0.156,5,reviewed,mb,mb
2017-07-13T16:07:31.320Z,46.9546667,-112.8853333,12.63,1.06,ml,17,121,0.096,0.17,mb,mb80230919,2017-07-13T19:40:01.360Z,"15km W of Lincoln, Montana",earthquake,0.48,0.7,0.228,3,reviewed,mb,mb
2017-07-13T15:56:03.160Z,47.6615,-120.3705,1.86,1.16,ml,8,141,0.06257,0.08,uw,uw61281662,2017-07-17T21:48:27.570Z,"12km W of Entiat, Washington",earthquake,0.31,2.58,0.06,4,reviewed,uw,uw
2017-07-13T15:44:57.620Z,18.3828,-66.268,59,2.29,md,6,174,0.4473,0.29,pr,pr2017194004,2017-07-13T21:20:04.404Z,"1km S of Rio Lajas, Puerto Rico",earthquake,1.78,2.41,0.36,5,reviewed,pr,pr
2017-07-13T15:41:28.740Z,19.1465,-67.9105,71,2.37,md,3,269,0.7886,0.32,pr,pr2017194003,2017-07-14T18:28:46.040Z,"91km NE of Punta Cana, Dominican Republic",earthquake,17.18,20.78,0.47,3,reviewed,pr,pr
2017-07-13T15:40:51.930Z,38.7946663,-122.8003311,3.23,1.06,md,17,72,0.009813,0.02,nc,nc72836421,2017-07-13T15:49:02.120Z,"4km WNW of The Geysers, California",earthquake,0.29,0.67,0.07,6,automatic,nc,nc
2017-07-13T15:38:08.030Z,-21.3997,-68.6833,129.67,4.6,mb,,32,0.652,1.22,us,us20009vzp,2017-07-13T16:56:22.040Z,"120km NNE of Calama, Chile",earthquake,5.7,6.1,0.071,60,reviewed,us,us
2017-07-13T15:29:08.730Z,-11.6711,166.7178,236.91,4.8,mb,,45,7.016,0.59,us,us20009vzi,2017-07-14T17:43:36.040Z,"143km SE of Lata, Solomon Islands",earthquake,9.3,7,0.037,226,reviewed,us,us
2017-07-13T15:26:31.590Z,-28.8586,-69.0989,85.49,4.6,mwr,,23,1.03,1.01,us,us20009vzg,2017-07-14T16:49:40.040Z,"87km W of Vinchina, Argentina",earthquake,5.2,4.3,,,reviewed,us,guc
2017-07-13T15:16:02.460Z,46.9008333,-112.5455,10.37,2.58,ml,19,113,0.035,0.25,mb,mb80230909,2017-07-13T16:53:53.480Z,"11km ESE of Lincoln, Montana",earthquake,0.6,0.5,0.226,17,reviewed,mb,mb
2017-07-13T15:15:26.730Z,45.7233333,-112.1266667,3.82,0.96,ml,9,122,0.208,0.09,mb,mb80230904,2017-07-13T16:46:34.110Z,"16km S of Whitehall, Montana",earthquake,0.33,8.48,0.295,2,reviewed,mb,mb
2017-07-13T15:02:24.340Z,46.8681667,-112.5338333,11.05,1.73,ml,18,73,0.051,0.19,mb,mb80230899,2017-07-13T19:45:37.710Z,"14km SE of Lincoln, Montana",earthquake,0.43,0.69,0.121,4,reviewed,mb,mb
2017-07-13T14:54:54.950Z,37.0901667,-98.0553333,5.47,1.89,ml,14,113,0.04604,0.02,ismpkansas,ismpkansas70230883,2017-07-17T19:50:30.660Z,"7km SSW of Anthony, Kansas",earthquake,0.19,0.48,0.135,18,reviewed,ismp,ismp
2017-07-13T14:49:51.250Z,45.7193333,-112.1255,4.15,1.34,ml,12,63,0.21,0.12,mb,mb80230889,2017-07-13T20:21:09.310Z,"16km S of Whitehall, Montana",earthquake,0.27,7.34,0.177,5,reviewed,mb,mb
2017-07-13T14:41:43.840Z,46.8641667,-112.5346667,10.85,1.17,ml,16,93,0.055,0.17,mb,mb80230879,2017-07-13T20:27:51.680Z,"15km SE of Lincoln, Montana",earthquake,0.47,0.69,0.329,4,reviewed,mb,mb
2017-07-13T14:32:46.170Z,46.8663333,-112.5321667,12.39,1.51,ml,13,70,0.052,0.15,mb,mb80230869,2017-07-13T14:41:29.470Z,"15km SE of Lincoln, Montana",earthquake,0.44,0.76,0.247,4,reviewed,mb,mb
2017-07-13T14:30:50.430Z,37.6473351,-118.836998,6.06,1.43,md,15,106,0.009402,0.02,nc,nc72836371,2017-07-13T16:34:03.224Z,"11km E of Mammoth Lakes, California",earthquake,0.4,0.54,0.24,14,automatic,nc,nc
2017-07-13T14:30:32.670Z,-8.2566,119.3116,17.38,5.2,mb,,50,2.919,1.06,us,us20009vzb,2017-07-13T22:22:11.252Z,"37km ENE of Oitui, Indonesia",earthquake,6.5,3.2,0.065,77,reviewed,us,us
2017-07-13T14:26:01.110Z,46.8723333,-112.5178333,12.26,1.28,ml,14,115,0.043,0.17,mb,mb80230864,2017-07-13T14:47:07.600Z,"15km SE of Lincoln, Montana",earthquake,0.71,0.82,0.157,6,reviewed,mb,mb
2017-07-13T14:19:33.828Z,59.729,-136.8423,3,1.6,ml,,,,0.72,ak,ak16331067,2017-07-13T14:25:19.584Z,"91km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-07-13T13:51:13.530Z,37.5545006,-118.7976685,5.7,1.82,md,30,86,0.04338,0.03,nc,nc72836341,2017-07-13T13:58:02.876Z,"18km SE of Mammoth Lakes, California",earthquake,0.25,0.6,0.19,27,automatic,nc,nc
2017-07-13T13:49:47.970Z,34.4173333,-117.6801667,1.46,1.39,ml,35,75,0.1425,0.19,ci,ci37701815,2017-07-13T14:05:48.040Z,"4km WSW of Pinon Hills, CA",earthquake,0.25,0.48,0.174,28,reviewed,ci,ci
2017-07-13T13:47:43.780Z,34.0163333,-116.769,15.51,1.2,ml,50,51,0.03728,0.15,ci,ci37701807,2017-07-13T16:31:09.049Z,"11km N of Cabazon, CA",earthquake,0.16,0.41,0.133,34,reviewed,ci,ci
2017-07-13T13:44:28.100Z,46.8818333,-121.6391667,5.75,0.98,ml,12,155,0.06346,0.12,uw,uw61281642,2017-07-17T21:44:45.680Z,"30km N of Packwood, Washington",earthquake,0.54,0.78,0.055,8,reviewed,uw,uw
2017-07-13T13:42:39.937Z,59.6113,-152.6572,79.3,1.7,ml,,,,0.49,ak,ak16331062,2017-07-13T13:54:34.637Z,"50km WSW of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-07-13T13:39:46.769Z,60.4566,-152.4379,131.6,1.6,ml,,,,0.53,ak,ak16331060,2017-07-13T13:45:42.766Z,"17km E of Redoubt Volcano, Alaska",earthquake,,1.1,,,automatic,ak,ak
2017-07-13T13:30:59.690Z,37.5925,-119.0455,0.37,1.83,md,32,91,0.01174,0.08,nc,nc72836331,2017-07-13T18:34:02.523Z,"8km SW of Mammoth Lakes, California",earthquake,0.25,0.41,0.259,28,reviewed,nc,nc
2017-07-13T13:12:23.460Z,46.8861667,-112.4991667,15.52,2.12,ml,18,80,0.027,0.2,mb,mb80230834,2017-07-13T22:12:06.254Z,"15km ESE of Lincoln, Montana",earthquake,0.55,0.45,0.283,10,reviewed,mb,mb
2017-07-13T13:05:39.520Z,-36.9537,-71.0785,125.87,4.1,mb,,81,1.219,1.38,us,us20009vz2,2017-07-15T20:05:49.040Z,"29km W of Las Ovejas, Argentina",earthquake,7.3,6.8,0.158,11,reviewed,us,us
2017-07-13T12:44:56.600Z,37.6464996,-118.8379974,6.26,1.07,md,15,105,0.008691,0.02,nc,nc72836301,2017-07-13T12:52:03.734Z,"11km E of Mammoth Lakes, California",earthquake,0.38,0.64,0.14,14,automatic,nc,nc
2017-07-13T12:41:01.550Z,46.8761667,-112.5103333,16.26,1.3,ml,13,59,0.038,0.15,mb,mb80230854,2017-07-13T13:55:30.800Z,"15km SE of Lincoln, Montana",earthquake,0.6,0.48,0.173,5,reviewed,mb,mb
2017-07-13T12:40:28.830Z,46.8755,-112.5068333,15.63,1.15,ml,16,54,0.038,0.15,mb,mb80230829,2017-07-13T13:49:23.970Z,"15km ESE of Lincoln, Montana",earthquake,0.38,0.59,0.233,5,reviewed,mb,mb
2017-07-13T12:33:27.920Z,39.8353348,-120.0096664,3.1,1.59,md,8,179,0.2306,0.05,nc,nc72836291,2017-07-13T13:15:57.254Z,"15km NNW of Cold Springs, Nevada",earthquake,0.58,7.18,0.09,5,automatic,nc,nc
2017-07-13T12:23:45.066Z,59.7108,-136.6136,9.2,1.7,ml,,,,0.5,ak,ak16331025,2017-07-13T12:28:41.427Z,"78km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-07-13T11:50:22.890Z,46.8448333,-112.523,13.02,1.94,ml,18,54,0.07,0.16,mb,mb80230824,2017-07-13T13:43:46.470Z,"17km SE of Lincoln, Montana",earthquake,0.37,0.67,0.314,10,reviewed,mb,mb
2017-07-13T11:46:22.450Z,63.146,-150.8622,141.5,1,ml,,,,0.16,ak,ak16330989,2017-07-13T11:52:15.843Z,"99km NNW of Talkeetna, Alaska",earthquake,,1.6,,,automatic,ak,ak
2017-07-13T11:36:08.620Z,39.0601667,-122.951,7.02,1.49,md,19,69,0.05675,0.06,nc,nc72836226,2017-07-14T03:04:02.525Z,"3km WNW of Lakeport, California",earthquake,0.22,0.55,0.13,15,reviewed,nc,nc
2017-07-13T11:34:01.830Z,37.5369987,-118.8253326,-1.33,1.47,md,14,190,0.05302,0.03,nc,nc72836221,2017-07-13T11:53:01.575Z,"17km SE of Mammoth Lakes, California",earthquake,0.41,0.59,0.08,13,automatic,nc,nc
2017-07-13T11:32:39.850Z,37.6399994,-118.8386688,6.32,1.27,md,16,98,0.003011,0.02,nc,nc72836216,2017-07-13T11:50:02.572Z,"11km E of Mammoth Lakes, California",earthquake,0.42,0.51,0.13,15,automatic,nc,nc
2017-07-13T11:31:56.760Z,37.6438332,-118.8336639,4.87,1.57,md,10,102,0.006121,0.03,nc,nc72836211,2017-07-13T11:47:01.565Z,"12km E of Mammoth Lakes, California",earthquake,0.7,1.28,0.08,9,automatic,nc,nc
2017-07-13T11:25:37.750Z,37.6344986,-118.8769989,5.69,1.55,md,21,90,0.01859,0.03,nc,nc72836191,2017-07-13T11:36:02.529Z,"8km E of Mammoth Lakes, California",earthquake,0.28,0.36,0.11,19,automatic,nc,nc
2017-07-13T11:23:26.170Z,36.3445015,-120.8375015,11.39,1.27,md,6,190,0.167,0.11,nc,nc72836171,2017-07-13T11:33:03.515Z,"29km ENE of King City, California",earthquake,3.5,9.31,0.33,4,automatic,nc,nc
2017-07-13T11:17:45.600Z,37.4688339,-118.8225021,-1.13,1.19,md,12,189,0.0824,0.06,nc,nc72836161,2017-07-13T11:28:03.502Z,"23km SSE of Mammoth Lakes, California",earthquake,0.78,7.16,0.13,11,automatic,nc,nc
2017-07-13T11:16:25.212Z,38.3681,-118.5977,6.4,1.3,ml,17,76.68,0.138,0.1678,nn,nn00595777,2017-07-13T18:44:44.505Z,"17km S of Hawthorne, Nevada",earthquake,,1.6,0.31,8,reviewed,nn,nn
2017-07-13T11:14:40.400Z,33.6885,-116.7871667,14.34,0.95,ml,41,82,0.06492,0.18,ci,ci37701671,2017-07-13T13:31:43.860Z,"8km SW of Idyllwild, CA",earthquake,0.25,0.36,0.201,28,reviewed,ci,ci
2017-07-13T11:13:52.500Z,19.2164993,-155.4773407,35.86,2.07,ml,53,88,0.03773,0.11,hv,hv61833321,2017-07-13T11:19:42.560Z,"1km NNE of Pahala, Hawaii",earthquake,0.46,0.66,1.38,3,automatic,hv,hv
2017-07-13T11:11:36.760Z,37.6523323,-118.8411636,5.2,1.26,md,9,124,0.01495,0.02,nc,nc72836146,2017-07-13T11:25:03.496Z,"11km E of Mammoth Lakes, California",earthquake,1.2,1.08,0.05,7,automatic,nc,nc
2017-07-13T11:08:57.310Z,37.6360016,-118.8776703,5.39,1.39,md,15,89,0.01737,0.03,nc,nc72836136,2017-07-13T11:22:02.492Z,"8km E of Mammoth Lakes, California",earthquake,0.63,0.49,0.13,13,automatic,nc,nc
2017-07-13T11:07:59.210Z,37.6464996,-118.8410034,5.98,1.94,md,28,100,0.009448,0.04,nc,nc72836121,2017-07-13T19:10:38.593Z,"11km E of Mammoth Lakes, California",earthquake,0.29,0.41,0.13,26,automatic,nc,nc
2017-07-13T11:03:15.800Z,37.6453323,-118.8401642,6.05,1.56,md,20,99,0.00811,0.03,nc,nc72836116,2017-07-13T11:04:52.879Z,"11km E of Mammoth Lakes, California",earthquake,0.67,0.45,0.24,17,automatic,nc,nc
2017-07-13T11:01:14.410Z,37.6450005,-118.838501,5.42,1.09,md,11,108,0.007332,0.02,nc,nc72836111,2017-07-13T11:02:51.393Z,"11km E of Mammoth Lakes, California",earthquake,0.63,0.53,0.13,11,automatic,nc,nc
2017-07-13T11:00:09.310Z,37.6416664,-118.8393326,6.56,1.59,md,24,83,0.004607,0.05,nc,nc72836106,2017-07-13T11:01:46.747Z,"11km E of Mammoth Lakes, California",earthquake,0.29,0.48,0.46,22,automatic,nc,nc
2017-07-13T10:58:56.740Z,37.6436653,-118.8399963,6.28,2.58,md,34,90,0.006569,0.04,nc,nc72836086,2017-07-13T15:39:03.083Z,"11km E of Mammoth Lakes, California",earthquake,0.25,0.39,0.16,32,automatic,nc,nc
2017-07-13T10:58:39.040Z,37.6438332,-118.840332,6.82,1.78,md,14,108,0.006848,0.03,nc,nc72836101,2017-07-13T11:00:16.508Z,"11km E of Mammoth Lakes, California",earthquake,0.34,0.6,0.31,12,automatic,nc,nc
2017-07-13T10:58:19.860Z,37.6464996,-118.8834991,3.49,1.23,md,7,86,0.01079,0.02,nc,nc72836091,2017-07-13T10:59:56.039Z,"7km E of Mammoth Lakes, California",earthquake,0.83,0.74,0.45,8,automatic,nc,nc
2017-07-13T10:57:46.760Z,37.6451683,-118.8414993,5.86,2.61,md,34,90,0.008469,0.05,nc,nc72836076,2017-07-15T00:59:45.833Z,"11km E of Mammoth Lakes, California",earthquake,0.27,0.42,0.28,32,automatic,nc,nc
2017-07-13T10:57:17.260Z,19.3851667,-155.2453333,2.236,2.79,ml,49,45,0.005652,0.11,hv,hv61833231,2017-07-13T20:28:14.940Z,"5km S of Volcano, Hawaii",earthquake,0.18,0.16,0.132,18,reviewed,hv,hv
2017-07-13T10:57:16.200Z,37.6401672,-118.8606644,3.55,1.79,md,11,160,0.0198,0.04,nc,nc72836081,2017-07-13T10:58:51.321Z,"9km E of Mammoth Lakes, California",earthquake,0.91,0.68,0.34,9,automatic,nc,nc
2017-07-13T10:57:02.560Z,37.6235008,-118.8193359,2.29,2.52,md,14,110,0.01951,0.38,nc,nc72836096,2017-07-13T11:16:05.686Z,"13km ESE of Mammoth Lakes, California",earthquake,1.28,1.28,0.13,12,automatic,nc,nc
2017-07-13T10:56:29.260Z,37.6450005,-118.8398361,6.02,1.79,md,24,98,0.0077,0.04,nc,nc72836071,2017-07-13T10:58:07.648Z,"11km E of Mammoth Lakes, California",earthquake,0.32,0.46,0.19,20,automatic,nc,nc
2017-07-13T10:55:46.960Z,37.6446648,-118.8399963,6.39,1.49,md,8,115,0.007451,0.02,nc,nc72836066,2017-07-13T10:57:21.359Z,"11km E of Mammoth Lakes, California",earthquake,1.24,1.31,0.33,8,automatic,nc,nc
2017-07-13T10:55:24.100Z,37.6461678,-118.8411636,5.81,2.52,md,29,100,0.009207,0.04,nc,nc72836056,2017-07-13T18:58:05.472Z,"11km E of Mammoth Lakes, California",earthquake,0.29,0.42,0.13,26,automatic,nc,nc
2017-07-13T10:55:22.599Z,60.8036,-146.7718,19.9,1.3,ml,,,,0.73,ak,ak16330986,2017-07-13T11:00:58.394Z,"43km SSW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-07-13T10:54:45.960Z,37.6474991,-118.8411636,5.46,1.33,md,13,110,0.01041,0.03,nc,nc72836061,2017-07-13T11:16:04.476Z,"11km E of Mammoth Lakes, California",earthquake,0.78,0.48,0.18,11,automatic,nc,nc
2017-07-13T10:54:07.020Z,37.6451683,-118.841835,5.93,2.36,md,17,113,0.008612,0.04,nc,nc72836051,2017-07-13T14:53:02.996Z,"11km E of Mammoth Lakes, California",earthquake,0.6,0.46,0.26,15,automatic,nc,nc
2017-07-13T10:53:45.260Z,37.6416667,-118.8413333,5.97,2.36,md,38,61,0.005698,0.06,nc,nc72836031,2017-07-15T03:36:01.449Z,"11km E of Mammoth Lakes, California",earthquake,0.29,0.34,0.345,32,reviewed,nc,nc
2017-07-13T10:53:21.330Z,37.6489983,-118.8433304,6.02,1.89,md,10,122,0.01251,0.02,nc,nc72836041,2017-07-13T11:12:02.466Z,"11km E of Mammoth Lakes, California",earthquake,1.02,0.75,0.15,10,automatic,nc,nc
2017-07-13T10:53:05.670Z,33.0368333,-116.0663333,3.11,1.44,ml,34,68,0.1704,0.26,ci,ci37701591,2017-07-13T13:36:47.262Z,"13km SSE of Ocotillo Wells, CA",earthquake,0.48,2.59,0.149,27,reviewed,ci,ci
2017-07-13T10:52:49.930Z,37.6394997,-118.8414993,6.63,2.07,md,17,99,0.02663,0.04,nc,nc72836036,2017-07-13T11:09:04.462Z,"11km E of Mammoth Lakes, California",earthquake,0.45,0.82,0.24,15,automatic,nc,nc
2017-07-13T10:52:44.090Z,37.6453323,-118.8413315,6.03,2.52,md,21,107,0.00854,0.05,nc,nc72836046,2017-07-13T14:23:02.177Z,"11km E of Mammoth Lakes, California",earthquake,0.3,0.47,0.49,16,automatic,nc,nc
2017-07-13T10:52:24.770Z,37.6430016,-118.8365021,5.63,0.98,md,12,99,0.005058,0.04,nc,nc72836026,2017-07-13T10:54:01.258Z,"11km E of Mammoth Lakes, California",earthquake,0.53,0.91,0.23,10,automatic,nc,nc
2017-07-13T10:51:54.160Z,37.6450005,-118.8411636,6.02,1.44,md,14,108,0.008187,0.03,nc,nc72836021,2017-07-13T11:09:03.462Z,"11km E of Mammoth Lakes, California",earthquake,0.51,0.69,0.12,12,automatic,nc,nc
2017-07-13T10:51:37.730Z,37.6513329,-118.8454971,6.21,1.19,md,13,121,0.01538,0.03,nc,nc72836016,2017-07-13T11:06:03.455Z,"11km E of Mammoth Lakes, California",earthquake,0.61,0.55,0.13,11,automatic,nc,nc
2017-07-13T10:51:11.470Z,37.6453323,-118.840332,5.99,1.85,md,20,99,0.008166,0.04,nc,nc72836011,2017-07-13T11:03:03.451Z,"11km E of Mammoth Lakes, California",earthquake,0.29,0.45,0.19,18,automatic,nc,nc
2017-07-13T10:50:27.930Z,37.645668,-118.8411636,6.97,1.18,md,14,109,0.008766,0.04,nc,nc72836006,2017-07-13T11:00:03.446Z,"11km E of Mammoth Lakes, California",earthquake,0.5,0.68,0.27,13,automatic,nc,nc
2017-07-13T10:49:38.410Z,37.6414986,-118.838501,7.03,1.93,md,13,110,0.02969,0.04,nc,nc72836001,2017-07-13T18:52:12.572Z,"11km E of Mammoth Lakes, California",earthquake,0.33,0.77,0.5,9,automatic,nc,nc
2017-07-13T10:49:25.930Z,37.6356667,-118.844,6.04,1.67,md,26,77,0.006843,0.05,nc,nc72835991,2017-07-15T00:50:01.948Z,"11km E of Mammoth Lakes, California",earthquake,0.29,0.32,0.325,19,reviewed,nc,nc
2017-07-13T10:48:31.440Z,37.642,-118.8418333,6.43,2.87,md,40,49,0.006216,0.06,nc,nc72835986,2017-07-15T03:51:03.483Z,"11km E of Mammoth Lakes, California",earthquake,0.24,0.27,0.186,37,reviewed,nc,nc
2017-07-13T10:36:51.920Z,33.916,-118.4723333,13.23,2.27,ml,87,60,0.04941,0.23,ci,ci37701559,2017-07-15T00:59:22.750Z,"5km W of El Segundo, CA",earthquake,0.21,0.37,0.15,115,reviewed,ci,ci
2017-07-13T10:33:46.250Z,37.6430016,-118.8376694,6.13,1.12,md,13,100,0.005231,0.02,nc,nc72835951,2017-07-13T10:50:02.390Z,"11km E of Mammoth Lakes, California",earthquake,0.43,0.86,0.07,11,automatic,nc,nc
2017-07-13T10:28:04.800Z,37.6458321,-118.838501,6.21,1.12,md,15,104,0.008131,0.03,nc,nc72835941,2017-07-13T10:44:01.377Z,"11km E of Mammoth Lakes, California",earthquake,0.43,0.58,0.07,13,automatic,nc,nc
2017-07-13T10:26:43.050Z,37.6471672,-118.8378296,5.98,1.72,md,15,106,0.009322,0.03,nc,nc72835936,2017-07-13T10:41:02.367Z,"11km E of Mammoth Lakes, California",earthquake,0.4,0.6,0.16,13,automatic,nc,nc
2017-07-13T10:25:10.670Z,37.6431656,-118.838501,6.28,1.6,md,13,104,0.0056,0.02,nc,nc72835931,2017-07-13T10:38:02.361Z,"11km E of Mammoth Lakes, California",earthquake,0.44,0.97,0.05,12,automatic,nc,nc
2017-07-13T10:12:09.270Z,37.6433333,-118.839,6.17,0.96,md,16,102,0.00591,0.03,nc,nc72835881,2017-07-17T17:45:02.598Z,"11km E of Mammoth Lakes, California",earthquake,0.61,0.37,0.464,14,reviewed,nc,nc
2017-07-13T10:12:04.576Z,38.1515,-116.668,2.8,1.1,ml,6,195.73,0.443,0.063,nn,nn00595841,2017-07-13T20:02:54.478Z,"26km W of Warm Springs, Nevada",earthquake,,6.5,0.54,4,reviewed,nn,nn
